title,difficulty_short,difficulty,level,notes
Destiny Sword,SPN,2,5,455
Destiny Sword,SPH,3,9,923
Destiny Sword,SPA,4,11,1213
Destiny Sword,SPL,5,-1,-1
DM STAR～関西 energy style～,SPB,1,-1,-1
DM STAR～関西 energy style～,SPN,2,6,562
DM STAR～関西 energy style～,SPH,3,9,979
DM STAR～関西 energy style～,SPA,4,10,1206
DM STAR～関西 energy style～,SPL,5,-1,-1
Energy Drive,SPB,1,-1,-1
Energy Drive,SPN,2,6,448
Energy Drive,SPH,3,8,763
Energy Drive,SPA,4,11,1122
Energy Drive,SPL,5,-1,-1
Eternal Tears,SPB,1,-1,-1
Eternal Tears,SPN,2,2,222
Eternal Tears,SPH,3,5,551
Eternal Tears,SPA,4,7,691
Eternal Tears,SPL,5,-1,-1
Everlasting Resort,SPB,1,-1,-1
Everlasting Resort,SPN,2,4,448
Everlasting Resort,SPH,3,7,669
Everlasting Resort,SPA,4,10,959
Everlasting Resort,SPL,5,-1,-1
Fantasia,SPB,1,1,122
Fantasia,SPN,2,3,201
Fantasia,SPH,3,8,781
Fantasia,SPA,4,10,1123
Fantasia,SPL,5,-1,-1
Golden Palms,SPB,1,-1,-1
Golden Palms,SPN,2,5,377
Golden Palms,SPH,3,8,758
Golden Palms,SPA,4,10,1036
Golden Palms,SPL,5,11,1240
I FIGHT ME,SPB,1,-1,-1
I FIGHT ME,SPN,2,3,315
I FIGHT ME,SPH,3,7,718
I FIGHT ME,SPA,4,9,1068
I FIGHT ME,SPL,5,-1,-1
Kailua,SPB,1,-1,-1
Kailua,SPN,2,5,268
Kailua,SPH,3,9,708
Kailua,SPA,4,11,1125
Kailua,SPL,5,-1,-1
Let The Track Flow,SPB,1,-1,-1
Let The Track Flow,SPN,2,6,571
Let The Track Flow,SPH,3,9,943
Let The Track Flow,SPA,4,11,1367
Let The Track Flow,SPL,5,-1,-1
Medicine of love,SPB,1,-1,-1
Medicine of love,SPN,2,4,331
Medicine of love,SPH,3,6,558
Medicine of love,SPA,4,9,866
Medicine of love,SPL,5,-1,-1
Mermaid girl,SPB,1,3,295
Mermaid girl,SPN,2,5,500
Mermaid girl,SPH,3,8,856
Mermaid girl,SPA,4,10,1113
Mermaid girl,SPL,5,-1,-1
Never Fade Away,SPB,1,-1,-1
Never Fade Away,SPN,2,4,398
Never Fade Away,SPH,3,8,907
Never Fade Away,SPA,4,11,1535
Never Fade Away,SPL,5,-1,-1
New Castle Legions,SPB,1,-1,-1
New Castle Legions,SPN,2,6,510
New Castle Legions,SPH,3,10,1042
New Castle Legions,SPA,4,12,1418
New Castle Legions,SPL,5,-1,-1
PARADISE LOST,SPB,1,-1,-1
PARADISE LOST,SPN,2,7,726
PARADISE LOST,SPH,3,11,1217
PARADISE LOST,SPA,4,12,1718
PARADISE LOST,SPL,5,-1,-1
passionate fate,SPB,1,-1,-1
passionate fate,SPN,2,6,589
passionate fate,SPH,3,8,832
passionate fate,SPA,4,10,1075
passionate fate,SPL,5,-1,-1
perditus†paradisus,SPB,1,-1,-1
perditus†paradisus,SPN,2,7,658
perditus†paradisus,SPH,3,11,1345
perditus†paradisus,SPA,4,12,2065
perditus†paradisus,SPL,5,-1,-1
Programmed Life,SPB,1,-1,-1
Programmed Life,SPN,2,6,557
Programmed Life,SPH,3,9,921
Programmed Life,SPA,4,10,1206
Programmed Life,SPL,5,-1,-1
reunion,SPB,1,3,281
reunion,SPN,2,8,708
reunion,SPH,3,11,1239
reunion,SPA,4,12,1677
reunion,SPL,5,-1,-1
Rock Da House,SPB,1,-1,-1
Rock Da House,SPN,2,5,456
Rock Da House,SPH,3,9,836
Rock Da House,SPA,4,11,1128
Rock Da House,SPL,5,-1,-1
SABER WING,SPB,1,-1,-1
SABER WING,SPN,2,5,282
SABER WING,SPH,3,9,952
SABER WING,SPA,4,11,1438
SABER WING,SPL,5,-1,-1
Sakura Reflection,SPB,1,-1,-1
Sakura Reflection,SPN,2,3,242
Sakura Reflection,SPH,3,9,815
Sakura Reflection,SPA,4,11,1190
Sakura Reflection,SPL,5,-1,-1
sakura storm,SPB,1,-1,-1
sakura storm,SPN,2,5,529
sakura storm,SPH,3,8,675
sakura storm,SPA,4,12,1225
sakura storm,SPL,5,-1,-1
Session 9 -Chronicles-,SPB,1,-1,-1
Session 9 -Chronicles-,SPN,2,5,393
Session 9 -Chronicles-,SPH,3,10,1238
Session 9 -Chronicles-,SPA,4,12,1852
Session 9 -Chronicles-,SPL,5,-1,-1
Space Time,SPB,1,-1,-1
Space Time,SPN,2,4,317
Space Time,SPH,3,8,867
Space Time,SPA,4,10,1114
Space Time,SPL,5,-1,-1
SPECIAL SUMMER CAMPAIGN!,SPB,1,-1,-1
SPECIAL SUMMER CAMPAIGN!,SPN,2,4,358
SPECIAL SUMMER CAMPAIGN!,SPH,3,8,833
SPECIAL SUMMER CAMPAIGN!,SPA,4,12,1509
SPECIAL SUMMER CAMPAIGN!,SPL,5,-1,-1
Stay my side,SPB,1,-1,-1
Stay my side,SPN,2,4,325
Stay my side,SPH,3,6,541
Stay my side,SPA,4,8,678
Stay my side,SPL,5,-1,-1
STELLAR WIND,SPB,1,2,194
STELLAR WIND,SPN,2,4,322
STELLAR WIND,SPH,3,9,963
STELLAR WIND,SPA,4,11,1370
STELLAR WIND,SPL,5,-1,-1
THE BLACK KNIGHT,SPB,1,-1,-1
THE BLACK KNIGHT,SPN,2,5,470
THE BLACK KNIGHT,SPH,3,10,1067
THE BLACK KNIGHT,SPA,4,11,1488
THE BLACK KNIGHT,SPL,5,-1,-1
THE DOOR INTO RAINBOW,SPB,1,-1,-1
THE DOOR INTO RAINBOW,SPN,2,4,409
THE DOOR INTO RAINBOW,SPH,3,8,873
THE DOOR INTO RAINBOW,SPA,4,10,1123
THE DOOR INTO RAINBOW,SPL,5,-1,-1
THE FALLEN,SPB,1,-1,-1
THE FALLEN,SPN,2,5,468
THE FALLEN,SPH,3,8,780
THE FALLEN,SPA,4,11,1377
THE FALLEN,SPL,5,-1,-1
Tropical April,SPB,1,-1,-1
Tropical April,SPN,2,8,827
Tropical April,SPH,3,10,1174
Tropical April,SPA,4,11,1395
Tropical April,SPL,5,-1,-1
Vermillion,SPB,1,-1,-1
Vermillion,SPN,2,5,272
Vermillion,SPH,3,7,598
Vermillion,SPA,4,10,1045
Vermillion,SPL,5,-1,-1
Watch Out Pt.2,SPB,1,-1,-1
Watch Out Pt.2,SPN,2,6,599
Watch Out Pt.2,SPH,3,9,1029
Watch Out Pt.2,SPA,4,12,1506
Watch Out Pt.2,SPL,5,-1,-1
WISE UP!,SPB,1,2,174
WISE UP!,SPN,2,3,249
WISE UP!,SPH,3,7,596
WISE UP!,SPA,4,9,803
WISE UP!,SPL,5,-1,-1
Wuv U,SPB,1,-1,-1
Wuv U,SPN,2,3,208
Wuv U,SPH,3,8,672
Wuv U,SPA,4,10,861
Wuv U,SPL,5,-1,-1
XANADU OF TWO,SPB,1,-1,-1
XANADU OF TWO,SPN,2,5,505
XANADU OF TWO,SPH,3,8,882
XANADU OF TWO,SPA,4,10,1382
XANADU OF TWO,SPL,5,-1,-1
ZETA～素数の世界と超越者～,SPB,1,2,167
ZETA～素数の世界と超越者～,SPN,2,4,307
ZETA～素数の世界と超越者～,SPH,3,9,1097
ZETA～素数の世界と超越者～,SPA,4,11,1583
ZETA～素数の世界と超越者～,SPL,5,-1,-1
おおきなこえで,SPB,1,-1,-1
おおきなこえで,SPN,2,3,230
おおきなこえで,SPH,3,5,502
おおきなこえで,SPA,4,7,754
おおきなこえで,SPL,5,10,1095
かげぬい ～ Ver.BENIBOTAN ～,SPB,1,3,266
かげぬい ～ Ver.BENIBOTAN ～,SPN,2,5,450
かげぬい ～ Ver.BENIBOTAN ～,SPH,3,7,718
かげぬい ～ Ver.BENIBOTAN ～,SPA,4,9,980
かげぬい ～ Ver.BENIBOTAN ～,SPL,5,-1,-1
黒髪乱れし修羅となりて,SPB,1,-1,-1
黒髪乱れし修羅となりて,SPN,2,4,410
黒髪乱れし修羅となりて,SPH,3,9,1077
黒髪乱れし修羅となりて,SPA,4,12,1745
黒髪乱れし修羅となりて,SPL,5,-1,-1
灼熱Beach Side Bunny,SPB,1,3,296
灼熱Beach Side Bunny,SPN,2,7,564
灼熱Beach Side Bunny,SPH,3,10,1025
灼熱Beach Side Bunny,SPA,4,12,1719
灼熱Beach Side Bunny,SPL,5,-1,-1
中華急行,SPB,1,-1,-1
中華急行,SPN,2,2,164
中華急行,SPH,3,8,770
中華急行,SPA,4,10,1167
中華急行,SPL,5,-1,-1
夕焼け ～Fading Day～,SPB,1,-1,-1
夕焼け ～Fading Day～,SPN,2,5,504
夕焼け ～Fading Day～,SPH,3,9,1067
夕焼け ～Fading Day～,SPA,4,11,1420
夕焼け ～Fading Day～,SPL,5,-1,-1
旅人リラン,SPB,1,-1,-1
旅人リラン,SPN,2,6,579
旅人リラン,SPH,3,9,998
旅人リラン,SPA,4,11,1345
旅人リラン,SPL,5,-1,-1
24th Century BOY,SPB,1,-1,-1
24th Century BOY,SPN,2,5,430
24th Century BOY,SPH,3,9,996
24th Century BOY,SPA,4,11,1456
24th Century BOY,SPL,5,-1,-1
532nm,SPB,1,-1,-1
532nm,SPN,2,3,288
532nm,SPH,3,7,640
532nm,SPA,4,11,1349
532nm,SPL,5,-1,-1
Almace,SPB,1,-1,-1
Almace,SPN,2,4,432
Almace,SPH,3,8,660
Almace,SPA,4,10,1012
Almace,SPL,5,-1,-1
ANAGRAMS I to Y,SPB,1,-1,-1
ANAGRAMS I to Y,SPN,2,4,456
ANAGRAMS I to Y,SPH,3,7,849
ANAGRAMS I to Y,SPA,4,9,1245
ANAGRAMS I to Y,SPL,5,-1,-1
BLACK.by X-Cross Fade,SPB,1,-1,-1
BLACK.by X-Cross Fade,SPN,2,6,518
BLACK.by X-Cross Fade,SPH,3,10,1111
BLACK.by X-Cross Fade,SPA,4,12,1738
BLACK.by X-Cross Fade,SPL,5,-1,-1
CALL,SPB,1,-1,-1
CALL,SPN,2,2,185
CALL,SPH,3,5,441
CALL,SPA,4,8,735
CALL,SPL,5,-1,-1
Castle on the Moon,SPB,1,1,121
Castle on the Moon,SPN,2,4,328
Castle on the Moon,SPH,3,9,837
Castle on the Moon,SPA,4,11,1231
Castle on the Moon,SPL,5,-1,-1
Change the World,SPB,1,-1,-1
Change the World,SPN,2,5,412
Change the World,SPH,3,7,714
Change the World,SPA,4,9,931
Change the World,SPL,5,-1,-1
DIAVOLO,SPB,1,-1,-1
DIAVOLO,SPN,2,6,657
DIAVOLO,SPH,3,9,974
DIAVOLO,SPA,4,12,1745
DIAVOLO,SPL,5,-1,-1
Drive Me Crazy,SPB,1,-1,-1
Drive Me Crazy,SPN,2,4,361
Drive Me Crazy,SPH,3,7,704
Drive Me Crazy,SPA,4,10,1157
Drive Me Crazy,SPL,5,-1,-1
Express Emotion,SPB,1,-1,-1
Express Emotion,SPN,2,4,385
Express Emotion,SPH,3,6,521
Express Emotion,SPA,4,10,1271
Express Emotion,SPL,5,-1,-1
F,SPB,1,-1,-1
F,SPN,2,5,532
F,SPH,3,10,1099
F,SPA,4,12,1813
F,SPL,5,-1,-1
Far east nightbird,SPB,1,2,180
Far east nightbird,SPN,2,3,264
Far east nightbird,SPH,3,7,682
Far east nightbird,SPA,4,9,1025
Far east nightbird,SPL,5,-1,-1
fffff,SPB,1,-1,-1
fffff,SPN,2,4,431
fffff,SPH,3,10,1109
fffff,SPA,4,12,1624
fffff,SPL,5,-1,-1
Flip Flap,SPB,1,1,140
Flip Flap,SPN,2,3,294
Flip Flap,SPH,3,7,706
Flip Flap,SPA,4,10,1137
Flip Flap,SPL,5,-1,-1
Follow Tomorrow,SPB,1,-1,-1
Follow Tomorrow,SPN,2,4,457
Follow Tomorrow,SPH,3,8,754
Follow Tomorrow,SPA,4,10,1142
Follow Tomorrow,SPL,5,-1,-1
HAERETICUS,SPB,1,-1,-1
HAERETICUS,SPN,2,5,440
HAERETICUS,SPH,3,10,1000
HAERETICUS,SPA,4,12,1589
HAERETICUS,SPL,5,-1,-1
I'm so Happy,SPB,1,2,159
I'm so Happy,SPN,2,3,211
I'm so Happy,SPH,3,8,709
I'm so Happy,SPA,4,11,1187
I'm so Happy,SPL,5,-1,-1
In the Blackest Den,SPB,1,-1,-1
In the Blackest Den,SPN,2,5,449
In the Blackest Den,SPH,3,8,831
In the Blackest Den,SPA,4,11,1372
In the Blackest Den,SPL,5,-1,-1
Infinite cave,SPB,1,-1,-1
Infinite cave,SPN,2,6,529
Infinite cave,SPH,3,9,786
Infinite cave,SPA,4,10,1044
Infinite cave,SPL,5,-1,-1
LAX5 feat.Ryota Yoshinari,SPB,1,-1,-1
LAX5 feat.Ryota Yoshinari,SPN,2,6,540
LAX5 feat.Ryota Yoshinari,SPH,3,9,1082
LAX5 feat.Ryota Yoshinari,SPA,4,10,1427
LAX5 feat.Ryota Yoshinari,SPL,5,-1,-1
LETHEBOLG ～双神威に斬り咲けり～,SPB,1,-1,-1
LETHEBOLG ～双神威に斬り咲けり～,SPN,2,5,518
LETHEBOLG ～双神威に斬り咲けり～,SPH,3,8,826
LETHEBOLG ～双神威に斬り咲けり～,SPA,4,10,1111
LETHEBOLG ～双神威に斬り咲けり～,SPL,5,-1,-1
Liquid Crystal Girl feat. echo,SPB,1,-1,-1
Liquid Crystal Girl feat. echo,SPN,2,2,209
Liquid Crystal Girl feat. echo,SPH,3,6,562
Liquid Crystal Girl feat. echo,SPA,4,9,1014
Liquid Crystal Girl feat. echo,SPL,5,-1,-1
LOVE B.B.B,SPB,1,-1,-1
LOVE B.B.B,SPN,2,4,394
LOVE B.B.B,SPH,3,8,772
LOVE B.B.B,SPA,4,10,1019
LOVE B.B.B,SPL,5,-1,-1
Lucky Days,SPB,1,-1,-1
Lucky Days,SPN,2,4,333
Lucky Days,SPH,3,8,777
Lucky Days,SPA,4,10,1111
Lucky Days,SPL,5,-1,-1
Mermaid girl-秋葉工房 MIX-,SPB,1,-1,-1
Mermaid girl-秋葉工房 MIX-,SPN,2,4,415
Mermaid girl-秋葉工房 MIX-,SPH,3,6,678
Mermaid girl-秋葉工房 MIX-,SPA,4,9,1030
Mermaid girl-秋葉工房 MIX-,SPL,5,-1,-1
Miami Sunset Drive,SPB,1,-1,-1
Miami Sunset Drive,SPN,2,4,324
Miami Sunset Drive,SPH,3,6,548
Miami Sunset Drive,SPA,4,9,842
Miami Sunset Drive,SPL,5,-1,-1
NNRT,SPB,1,-1,-1
NNRT,SPN,2,6,632
NNRT,SPH,3,10,1290
NNRT,SPA,4,12,1780
NNRT,SPL,5,-1,-1
Phoenix,SPB,1,-1,-1
Phoenix,SPN,2,5,454
Phoenix,SPH,3,7,617
Phoenix,SPA,4,10,1258
Phoenix,SPL,5,-1,-1
prompt,SPB,1,-1,-1
prompt,SPN,2,5,482
prompt,SPH,3,8,802
prompt,SPA,4,11,1420
prompt,SPL,5,-1,-1
QUANTUM TELEPORTATION,SPB,1,-1,-1
QUANTUM TELEPORTATION,SPN,2,7,729
QUANTUM TELEPORTATION,SPH,3,10,1216
QUANTUM TELEPORTATION,SPA,4,11,1490
QUANTUM TELEPORTATION,SPL,5,12,1845
quaver♪,SPB,1,1,145
quaver♪,SPN,2,4,357
quaver♪,SPH,3,9,1075
quaver♪,SPA,4,12,1745
quaver♪,SPL,5,-1,-1
Quick Silver,SPB,1,-1,-1
Quick Silver,SPN,2,5,404
Quick Silver,SPH,3,9,941
Quick Silver,SPA,4,11,1353
Quick Silver,SPL,5,-1,-1
Release The Music,SPB,1,-1,-1
Release The Music,SPN,2,4,430
Release The Music,SPH,3,7,740
Release The Music,SPA,4,10,1081
Release The Music,SPL,5,-1,-1
RESISTANCE,SPB,1,-1,-1
RESISTANCE,SPN,2,3,320
RESISTANCE,SPH,3,7,679
RESISTANCE,SPA,4,10,1198
RESISTANCE,SPL,5,-1,-1
Round and Round,SPB,1,-1,-1
Round and Round,SPN,2,4,403
Round and Round,SPH,3,6,622
Round and Round,SPA,4,9,1088
Round and Round,SPL,5,-1,-1
SA.YO.NA.RA. SUPER STAR,SPB,1,-1,-1
SA.YO.NA.RA. SUPER STAR,SPN,2,4,248
SA.YO.NA.RA. SUPER STAR,SPH,3,8,656
SA.YO.NA.RA. SUPER STAR,SPA,4,10,868
SA.YO.NA.RA. SUPER STAR,SPL,5,-1,-1
Scharfrichter,SPB,1,-1,-1
Scharfrichter,SPN,2,5,449
Scharfrichter,SPH,3,9,822
Scharfrichter,SPA,4,11,1472
Scharfrichter,SPL,5,-1,-1
Several Words,SPB,1,-1,-1
Several Words,SPN,2,4,321
Several Words,SPH,3,8,729
Several Words,SPA,4,10,1098
Several Words,SPL,5,-1,-1
SHADE,SPB,1,-1,-1
SHADE,SPN,2,5,551
SHADE,SPH,3,9,1048
SHADE,SPA,4,11,1464
SHADE,SPL,5,-1,-1
Snake Stick,SPB,1,-1,-1
Snake Stick,SPN,2,6,535
Snake Stick,SPH,3,10,1067
Snake Stick,SPA,4,12,1447
Snake Stick,SPL,5,-1,-1
Snow Goose,SPB,1,2,151
Snow Goose,SPN,2,3,188
Snow Goose,SPH,3,8,691
Snow Goose,SPA,4,11,1238
Snow Goose,SPL,5,-1,-1
Star Trail,SPB,1,-1,-1
Star Trail,SPN,2,4,325
Star Trail,SPH,3,7,612
Star Trail,SPA,4,10,942
Star Trail,SPL,5,-1,-1
The Limbo,SPB,1,-1,-1
The Limbo,SPN,2,6,603
The Limbo,SPH,3,10,1042
The Limbo,SPA,4,12,1701
The Limbo,SPL,5,-1,-1
The Sampling Paradise,SPB,1,-1,-1
The Sampling Paradise,SPN,2,5,438
The Sampling Paradise,SPH,3,9,940
The Sampling Paradise,SPA,4,12,1545
The Sampling Paradise,SPL,5,-1,-1
Thunderbolt,SPB,1,-1,-1
Thunderbolt,SPN,2,5,527
Thunderbolt,SPH,3,9,975
Thunderbolt,SPA,4,12,1911
Thunderbolt,SPL,5,-1,-1
TITANS RETURN,SPB,1,2,164
TITANS RETURN,SPN,2,4,318
TITANS RETURN,SPH,3,8,802
TITANS RETURN,SPA,4,11,1275
TITANS RETURN,SPL,5,12,1377
Todestrieb,SPB,1,-1,-1
Todestrieb,SPN,2,5,565
Todestrieb,SPH,3,9,979
Todestrieb,SPA,4,12,1733
Todestrieb,SPL,5,-1,-1
Voxane,SPB,1,-1,-1
Voxane,SPN,2,3,312
Voxane,SPH,3,7,628
Voxane,SPA,4,9,881
Voxane,SPL,5,-1,-1
WONDER WALKER,SPB,1,-1,-1
WONDER WALKER,SPN,2,5,496
WONDER WALKER,SPH,3,9,990
WONDER WALKER,SPA,4,12,1921
WONDER WALKER,SPL,5,-1,-1
YAKSHA,SPB,1,-1,-1
YAKSHA,SPN,2,6,634
YAKSHA,SPH,3,10,1215
YAKSHA,SPA,4,12,2000
YAKSHA,SPL,5,-1,-1
yellow head joe,SPB,1,-1,-1
yellow head joe,SPN,2,4,401
yellow head joe,SPH,3,8,778
yellow head joe,SPA,4,10,1152
yellow head joe,SPL,5,-1,-1
Yellow Sunrise,SPB,1,-1,-1
Yellow Sunrise,SPN,2,4,383
Yellow Sunrise,SPH,3,7,726
Yellow Sunrise,SPA,4,10,1145
Yellow Sunrise,SPL,5,-1,-1
ビューティフルレシート,SPB,1,1,171
ビューティフルレシート,SPN,2,3,259
ビューティフルレシート,SPH,3,8,621
ビューティフルレシート,SPA,4,10,978
ビューティフルレシート,SPL,5,-1,-1
ユミル,SPB,1,-1,-1
ユミル,SPN,2,3,333
ユミル,SPH,3,7,691
ユミル,SPA,4,11,1434
ユミル,SPL,5,-1,-1
君のハートにロックオン,SPB,1,-1,-1
君のハートにロックオン,SPN,2,4,359
君のハートにロックオン,SPH,3,9,904
君のハートにロックオン,SPA,4,11,1363
君のハートにロックオン,SPL,5,-1,-1
子供の落書き帳,SPB,1,-1,-1
子供の落書き帳,SPN,2,6,471
子供の落書き帳,SPH,3,10,1018
子供の落書き帳,SPA,4,12,1395
子供の落書き帳,SPL,5,-1,-1
蛇神,SPB,1,2,212
蛇神,SPN,2,4,368
蛇神,SPH,3,8,773
蛇神,SPA,4,11,1438
蛇神,SPL,5,-1,-1
衰色小町メランコリア,SPB,1,-1,-1
衰色小町メランコリア,SPN,2,4,401
衰色小町メランコリア,SPH,3,7,711
衰色小町メランコリア,SPA,4,10,1192
衰色小町メランコリア,SPL,5,-1,-1
聖人の塔,SPB,1,-1,-1
聖人の塔,SPN,2,6,489
聖人の塔,SPH,3,10,1076
聖人の塔,SPA,4,12,1567
聖人の塔,SPL,5,-1,-1
天空の夜明け,SPB,1,-1,-1
天空の夜明け,SPN,2,7,686
天空の夜明け,SPH,3,10,1125
天空の夜明け,SPA,4,12,2072
天空の夜明け,SPL,5,-1,-1
突撃!ガラスのニーソ姫!,SPB,1,-1,-1
突撃!ガラスのニーソ姫!,SPN,2,4,329
突撃!ガラスのニーソ姫!,SPH,3,7,592
突撃!ガラスのニーソ姫!,SPA,4,10,1066
突撃!ガラスのニーソ姫!,SPL,5,-1,-1
陽炎,SPB,1,-1,-1
陽炎,SPN,2,3,317
陽炎,SPH,3,6,606
陽炎,SPA,4,9,1010
陽炎,SPL,5,-1,-1
恋する☆宇宙戦争っ！！,SPB,1,2,257
恋する☆宇宙戦争っ！！,SPN,2,5,455
恋する☆宇宙戦争っ！！,SPH,3,8,883
恋する☆宇宙戦争っ！！,SPA,4,12,1835
恋する☆宇宙戦争っ！！,SPL,5,-1,-1
†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),SPB,1,1,123
†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),SPN,2,3,279
†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),SPH,3,9,858
†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),SPA,4,12,1835
†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),SPL,5,-1,-1
405nm (Ryu☆mix),SPB,1,-1,-1
405nm (Ryu☆mix),SPN,2,5,467
405nm (Ryu☆mix),SPH,3,9,898
405nm (Ryu☆mix),SPA,4,11,1301
405nm (Ryu☆mix),SPL,5,-1,-1
8bit Princess,SPB,1,-1,-1
8bit Princess,SPN,2,3,327
8bit Princess,SPH,3,6,690
8bit Princess,SPA,4,10,1319
8bit Princess,SPL,5,-1,-1
Ascalon,SPB,1,-1,-1
Ascalon,SPN,2,5,569
Ascalon,SPH,3,8,913
Ascalon,SPA,4,10,1171
Ascalon,SPL,5,-1,-1
Beastie Starter,SPB,1,-1,-1
Beastie Starter,SPN,2,3,272
Beastie Starter,SPH,3,7,661
Beastie Starter,SPA,4,11,1121
Beastie Starter,SPL,5,-1,-1
BLUE STRAGGLER,SPB,1,-1,-1
BLUE STRAGGLER,SPN,2,4,440
BLUE STRAGGLER,SPH,3,7,761
BLUE STRAGGLER,SPA,4,10,1328
BLUE STRAGGLER,SPL,5,-1,-1
BRAVE GLOW,SPB,1,-1,-1
BRAVE GLOW,SPN,2,4,419
BRAVE GLOW,SPH,3,8,875
BRAVE GLOW,SPA,4,10,1261
BRAVE GLOW,SPL,5,-1,-1
CONCEPTUAL,SPB,1,-1,-1
CONCEPTUAL,SPN,2,5,417
CONCEPTUAL,SPH,3,7,689
CONCEPTUAL,SPA,4,11,1391
CONCEPTUAL,SPL,5,-1,-1
Confiserie,SPB,1,-1,-1
Confiserie,SPN,2,5,484
Confiserie,SPH,3,10,1097
Confiserie,SPA,4,12,1833
Confiserie,SPL,5,-1,-1
connective,SPB,1,-1,-1
connective,SPN,2,2,203
connective,SPH,3,6,564
connective,SPA,4,8,805
connective,SPL,5,-1,-1
Cookie Bouquets,SPB,1,-1,-1
Cookie Bouquets,SPN,2,5,446
Cookie Bouquets,SPH,3,9,1076
Cookie Bouquets,SPA,4,11,1714
Cookie Bouquets,SPL,5,-1,-1
DAY DREAM,SPB,1,-1,-1
DAY DREAM,SPN,2,5,295
DAY DREAM,SPH,3,10,685
DAY DREAM,SPA,4,12,1075
DAY DREAM,SPL,5,-1,-1
Devilz Staircase,SPB,1,-1,-1
Devilz Staircase,SPN,2,3,332
Devilz Staircase,SPH,3,10,1134
Devilz Staircase,SPA,4,12,1685
Devilz Staircase,SPL,5,-1,-1
Elemental Creation,SPB,1,1,133
Elemental Creation,SPN,2,7,767
Elemental Creation,SPH,3,10,1248
Elemental Creation,SPA,4,12,2130
Elemental Creation,SPL,5,-1,-1
examination leave,SPB,1,-1,-1
examination leave,SPN,2,6,585
examination leave,SPH,3,9,972
examination leave,SPA,4,11,1712
examination leave,SPL,5,-1,-1
FLOWER,SPB,1,2,182
FLOWER,SPN,2,6,575
FLOWER,SPH,3,9,915
FLOWER,SPA,4,11,1460
FLOWER,SPL,5,-1,-1
Fly you to the star,SPB,1,-1,-1
Fly you to the star,SPN,2,4,393
Fly you to the star,SPH,3,8,818
Fly you to the star,SPA,4,10,1144
Fly you to the star,SPL,5,-1,-1
GAIA,SPB,1,-1,-1
GAIA,SPN,2,5,527
GAIA,SPH,3,10,1149
GAIA,SPA,4,12,1676
GAIA,SPL,5,-1,-1
GRADIUS 2012,SPB,1,-1,-1
GRADIUS 2012,SPN,2,5,465
GRADIUS 2012,SPH,3,8,869
GRADIUS 2012,SPA,4,10,1380
GRADIUS 2012,SPL,5,-1,-1
Hollywood Galaxy,SPB,1,-1,-1
Hollywood Galaxy,SPN,2,5,567
Hollywood Galaxy,SPH,3,10,1039
Hollywood Galaxy,SPA,4,12,1392
Hollywood Galaxy,SPL,5,-1,-1
Howling,SPB,1,-1,-1
Howling,SPN,2,4,280
Howling,SPH,3,7,695
Howling,SPA,4,9,1066
Howling,SPL,5,10,1350
I know You know,SPB,1,-1,-1
I know You know,SPN,2,3,304
I know You know,SPH,3,6,602
I know You know,SPA,4,9,950
I know You know,SPL,5,-1,-1
ILIAS,SPB,1,-1,-1
ILIAS,SPN,2,4,406
ILIAS,SPH,3,7,669
ILIAS,SPA,4,10,1105
ILIAS,SPL,5,-1,-1
Illegal Function Call,SPB,1,-1,-1
Illegal Function Call,SPN,2,5,511
Illegal Function Call,SPH,3,9,942
Illegal Function Call,SPA,4,11,1398
Illegal Function Call,SPL,5,-1,-1
In Heaven,SPB,1,-1,-1
In Heaven,SPN,2,4,386
In Heaven,SPH,3,7,745
In Heaven,SPA,4,9,1072
In Heaven,SPL,5,-1,-1
JOMANDA,SPB,1,1,134
JOMANDA,SPN,2,6,595
JOMANDA,SPH,3,10,1300
JOMANDA,SPA,4,12,1918
JOMANDA,SPL,5,-1,-1
Liberation,SPB,1,-1,-1
Liberation,SPN,2,6,760
Liberation,SPH,3,9,1203
Liberation,SPA,4,12,1905
Liberation,SPL,5,-1,-1
Light and Cyber…,SPB,1,-1,-1
Light and Cyber…,SPN,2,5,532
Light and Cyber…,SPH,3,9,1039
Light and Cyber…,SPA,4,11,1579
Light and Cyber…,SPL,5,-1,-1
Little Star,SPB,1,-1,-1
Little Star,SPN,2,5,495
Little Star,SPH,3,8,896
Little Star,SPA,4,12,1635
Little Star,SPL,5,-1,-1
LUV CAN SAVE U,SPB,1,-1,-1
LUV CAN SAVE U,SPN,2,3,295
LUV CAN SAVE U,SPH,3,7,720
LUV CAN SAVE U,SPA,4,9,1069
LUV CAN SAVE U,SPL,5,10,1409
mnemoniq,SPB,1,-1,-1
mnemoniq,SPN,2,4,269
mnemoniq,SPH,3,5,488
mnemoniq,SPA,4,8,658
mnemoniq,SPL,5,-1,-1
Neonlights,SPB,1,-1,-1
Neonlights,SPN,2,4,333
Neonlights,SPH,3,8,815
Neonlights,SPA,4,10,1127
Neonlights,SPL,5,-1,-1
neu,SPB,1,1,99
neu,SPN,2,6,504
neu,SPH,3,10,1099
neu,SPA,4,12,1999
